year,id,state,month,number,date
2016,23,Rio Grande do Sul,Setembro,628,2016-01-01
2017,23,Rio Grande do Sul,Setembro,343,2017-01-01
1998,23,Rio Grande do Sul,Outubro,169,1998-01-01
1999,23,Rio Grande do Sul,Outubro,56,1999-01-01
2000,23,Rio Grande do Sul,Outubro,10,2000-01-01
2001,23,Rio Grande do Sul,Outubro,13,2001-01-01
2002,23,Rio Grande do Sul,Outubro,10,2002-01-01
2003,23,Rio Grande do Sul,Outubro,360,2003-01-01
2004,23,Rio Grande do Sul,Outubro,680,2004-01-01
2005,23,Rio Grande do Sul,Outubro,83,2005-01-01
2006,23,Rio Grande do Sul,Outubro,160,2006-01-01
2007,23,Rio Grande do Sul,Outubro,21,2007-01-01
2008,23,Rio Grande do Sul,Outubro,135,2008-01-01
2009,23,Rio Grande do Sul,Outubro,148,2009-01-01
2010,23,Rio Grande do Sul,Outubro,95,2010-01-01
2011,23,Rio Grande do Sul,Outubro,74,2011-01-01
2012,23,Rio Grande do Sul,Outubro,91,2012-01-01
2013,23,Rio Grande do Sul,Outubro,104,2013-01-01
2014,23,Rio Grande do Sul,Outubro,110,2014-01-01
2015,23,Rio Grande do Sul,Outubro,70,2015-01-01
2016,23,Rio Grande do Sul,Outubro,93,2016-01-01
2017,23,Rio Grande do Sul,Outubro,101,2017-01-01
1998,23,Rio Grande do Sul,Novembro,28,1998-01-01
1999,23,Rio Grande do Sul,Novembro,103,1999-01-01
2000,23,Rio Grande do Sul,Novembro,18,2000-01-01
2001,23,Rio Grande do Sul,Novembro,49,2001-01-01
2002,23,Rio Grande do Sul,Novembro,117,2002-01-01
2003,23,Rio Grande do Sul,Novembro,121,2003-01-01
2004,23,Rio Grande do Sul,Novembro,161,2004-01-01
2005,23,Rio Grande do Sul,Novembro,227,2005-01-01
2006,23,Rio Grande do Sul,Novembro,27,2006-01-01
2007,23,Rio Grande do Sul,Novembro,13,2007-01-01
2008,23,Rio Grande do Sul,Novembro,14,2008-01-01
2009,23,Rio Grande do Sul,Novembro,4,2009-01-01
2010,23,Rio Grande do Sul,Novembro,90,2010-01-01
2011,23,Rio Grande do Sul,Novembro,117,2011-01-01
2012,23,Rio Grande do Sul,Novembro,74,2012-01-01
2013,23,Rio Grande do Sul,Novembro,110,2013-01-01
2014,23,Rio Grande do Sul,Novembro,68,2014-01-01
2015,23,Rio Grande do Sul,Novembro,30,2015-01-01
2016,23,Rio Grande do Sul,Novembro,105,2016-01-01
2017,23,Rio Grande do Sul,Novembro,137,2017-01-01
1998,23,Rio Grande do Sul,Dezembro,605,1998-01-01
1999,23,Rio Grande do Sul,Dezembro,1.11,1999-01-01
2000,23,Rio Grande do Sul,Dezembro,80,2000-01-01
2001,23,Rio Grande do Sul,Dezembro,80,2001-01-01
2002,23,Rio Grande do Sul,Dezembro,45,2002-01-01
2003,23,Rio Grande do Sul,Dezembro,98,2003-01-01
2004,23,Rio Grande do Sul,Dezembro,99,2004-01-01
2005,23,Rio Grande do Sul,Dezembro,35,2005-01-01
2006,23,Rio Grande do Sul,Dezembro,15,2006-01-01
2007,23,Rio Grande do Sul,Dezembro,25,2007-01-01
2008,23,Rio Grande do Sul,Dezembro,32,2008-01-01
2009,23,Rio Grande do Sul,Dezembro,15,2009-01-01
2010,23,Rio Grande do Sul,Dezembro,103,2010-01-01
2011,23,Rio Grande do Sul,Dezembro,69,2011-01-01
2012,23,Rio Grande do Sul,Dezembro,38,2012-01-01
2013,23,Rio Grande do Sul,Dezembro,62,2013-01-01
2014,23,Rio Grande do Sul,Dezembro,31,2014-01-01
2015,23,Rio Grande do Sul,Dezembro,42,2015-01-01
2016,23,Rio Grande do Sul,Dezembro,79,2016-01-01
1998,21,Rondonia,Janeiro,0,1998-01-01
1999,21,Rondonia,Janeiro,1,1999-01-01
2000,21,Rondonia,Janeiro,0,2000-01-01
2001,21,Rondonia,Janeiro,0,2001-01-01
2002,21,Rondonia,Janeiro,6,2002-01-01
2003,21,Rondonia,Janeiro,62,2003-01-01
2004,21,Rondonia,Janeiro,30,2004-01-01
2005,21,Rondonia,Janeiro,99,2005-01-01
2006,21,Rondonia,Janeiro,16,2006-01-01
2007,21,Rondonia,Janeiro,33,2007-01-01
2008,21,Rondonia,Janeiro,4,2008-01-01
2009,21,Rondonia,Janeiro,17,2009-01-01
2010,21,Rondonia,Janeiro,18,2010-01-01
2011,21,Rondonia,Janeiro,1,2011-01-01
2012,21,Rondonia,Janeiro,2,2012-01-01
2013,21,Rondonia,Janeiro,7,2013-01-01
2014,21,Rondonia,Janeiro,12,2014-01-01
2015,21,Rondonia,Janeiro,30,2015-01-01
2016,21,Rondonia,Janeiro,93,2016-01-01
2017,21,Rondonia,Janeiro,44,2017-01-01
1998,21,Rondonia,Fevereiro,0,1998-01-01
1999,21,Rondonia,Fevereiro,1,1999-01-01
2000,21,Rondonia,Fevereiro,6,2000-01-01
2001,21,Rondonia,Fevereiro,2,2001-01-01
2002,21,Rondonia,Fevereiro,8,2002-01-01
2003,21,Rondonia,Fevereiro,10,2003-01-01
2004,21,Rondonia,Fevereiro,12,2004-01-01
2005,21,Rondonia,Fevereiro,42,2005-01-01
2006,21,Rondonia,Fevereiro,17,2006-01-01
2007,21,Rondonia,Fevereiro,8,2007-01-01
2008,21,Rondonia,Fevereiro,7,2008-01-01
2009,21,Rondonia,Fevereiro,1,2009-01-01
2010,21,Rondonia,Fevereiro,9,2010-01-01
2011,21,Rondonia,Fevereiro,2,2011-01-01
2012,21,Rondonia,Fevereiro,9,2012-01-01
2013,21,Rondonia,Fevereiro,8,2013-01-01
2014,21,Rondonia,Fevereiro,5,2014-01-01
2015,21,Rondonia,Fevereiro,22,2015-01-01
2016,21,Rondonia,Fevereiro,88,2016-01-01
2017,21,Rondonia,Fevereiro,10,2017-01-01
1998,21,Rondonia,Março,0,1998-01-01
1999,21,Rondonia,Março,8,1999-01-01
2000,21,Rondonia,Março,9,2000-01-01
2001,21,Rondonia,Março,0,2001-01-01
2002,21,Rondonia,Março,1,2002-01-01
2003,21,Rondonia,Março,13,2003-01-01
2004,21,Rondonia,Março,20,2004-01-01
2005,21,Rondonia,Março,17,2005-01-01
2006,21,Rondonia,Março,15,2006-01-01
2007,21,Rondonia,Março,20,2007-01-01
2008,21,Rondonia,Março,2,2008-01-01
2009,21,Rondonia,Março,12,2009-01-01
2010,21,Rondonia,Março,11,2010-01-01
2011,21,Rondonia,Março,6,2011-01-01
2012,21,Rondonia,Março,6,2012-01-01
2013,21,Rondonia,Março,23,2013-01-01
2014,21,Rondonia,Março,13,2014-01-01
2015,21,Rondonia,Março,15,2015-01-01
2016,21,Rondonia,Março,25,2016-01-01
2017,21,Rondonia,Março,21,2017-01-01
1998,21,Rondonia,Abril,0,1998-01-01
1999,21,Rondonia,Abril,3,1999-01-01
2000,21,Rondonia,Abril,0,2000-01-01
2001,21,Rondonia,Abril,0,2001-01-01
2002,21,Rondonia,Abril,3,2002-01-01
2003,21,Rondonia,Abril,10,2003-01-01
2004,21,Rondonia,Abril,14,2004-01-01
2005,21,Rondonia,Abril,7,2005-01-01
2006,21,Rondonia,Abril,0,2006-01-01
2007,21,Rondonia,Abril,0,2007-01-01
2008,21,Rondonia,Abril,8,2008-01-01
2009,21,Rondonia,Abril,3,2009-01-01
2010,21,Rondonia,Abril,19,2010-01-01
2011,21,Rondonia,Abril,8,2011-01-01
2012,21,Rondonia,Abril,12,2012-01-01
2013,21,Rondonia,Abril,9,2013-01-01
2014,21,Rondonia,Abril,15,2014-01-01
2015,21,Rondonia,Abril,15,2015-01-01
2016,21,Rondonia,Abril,59,2016-01-01
2017,21,Rondonia,Abril,19,2017-01-01
1998,21,Rondonia,Maio,0,1998-01-01
1999,21,Rondonia,Maio,3,1999-01-01
2000,21,Rondonia,Maio,13,2000-01-01
2001,21,Rondonia,Maio,5,2001-01-01
2002,21,Rondonia,Maio,10,2002-01-01
2003,21,Rondonia,Maio,21,2003-01-01
2004,21,Rondonia,Maio,9,2004-01-01
2005,21,Rondonia,Maio,38,2005-01-01
2006,21,Rondonia,Maio,7,2006-01-01
2007,21,Rondonia,Maio,4,2007-01-01
2008,21,Rondonia,Maio,1,2008-01-01
2009,21,Rondonia,Maio,6,2009-01-01
2010,21,Rondonia,Maio,41,2010-01-01
2011,21,Rondonia,Maio,54,2011-01-01
2012,21,Rondonia,Maio,22,2012-01-01
2013,21,Rondonia,Maio,9,2013-01-01
2014,21,Rondonia,Maio,28,2014-01-01
2015,21,Rondonia,Maio,13,2015-01-01
2016,21,Rondonia,Maio,44,2016-01-01
2017,21,Rondonia,Maio,31,2017-01-01
1998,21,Rondonia,Junho,26,1998-01-01
1999,21,Rondonia,Junho,10,1999-01-01
2000,21,Rondonia,Junho,54,2000-01-01
2001,21,Rondonia,Junho,31,2001-01-01
2002,21,Rondonia,Junho,141,2002-01-01
2003,21,Rondonia,Junho,74,2003-01-01
2004,21,Rondonia,Junho,151,2004-01-01
2005,21,Rondonia,Junho,153,2005-01-01
2006,21,Rondonia,Junho,40,2006-01-01
2007,21,Rondonia,Junho,71,2007-01-01
2008,21,Rondonia,Junho,11,2008-01-01
2009,21,Rondonia,Junho,13,2009-01-01
2010,21,Rondonia,Junho,44,2010-01-01
2011,21,Rondonia,Junho,130,2011-01-01
2012,21,Rondonia,Junho,32,2012-01-01
2013,21,Rondonia,Junho,22,2013-01-01
2014,21,Rondonia,Junho,92,2014-01-01
2015,21,Rondonia,Junho,119,2015-01-01
2016,21,Rondonia,Junho,170,2016-01-01
2017,21,Rondonia,Junho,192,2017-01-01
1998,21,Rondonia,Julho,365,1998-01-01
1999,21,Rondonia,Julho,135,1999-01-01
2000,21,Rondonia,Julho,117,2000-01-01
2001,21,Rondonia,Julho,74,2001-01-01
2002,21,Rondonia,Julho,539,2002-01-01
2003,21,Rondonia,Julho,516,2003-01-01
2004,21,Rondonia,Julho,1.233,2004-01-01
2005,21,Rondonia,Julho,798,2005-01-01
2006,21,Rondonia,Julho,314,2006-01-01
2007,21,Rondonia,Julho,187,2007-01-01
2008,21,Rondonia,Julho,138,2008-01-01
2009,21,Rondonia,Julho,110,2009-01-01
2010,21,Rondonia,Julho,747,2010-01-01
2011,21,Rondonia,Julho,293,2011-01-01
2012,21,Rondonia,Julho,205,2012-01-01
2013,21,Rondonia,Julho,117,2013-01-01
2014,21,Rondonia,Julho,192,2014-01-01
2015,21,Rondonia,Julho,423,2015-01-01
2016,21,Rondonia,Julho,969,2016-01-01
2017,21,Rondonia,Julho,1.28,2017-01-01
1998,21,Rondonia,Agosto,2.254,1998-01-01
1999,21,Rondonia,Agosto,1.976,1999-01-01
2000,21,Rondonia,Agosto,2.197,2000-01-01
2001,21,Rondonia,Agosto,2.132,2001-01-01
2002,21,Rondonia,Agosto,3.465,2002-01-01
2003,21,Rondonia,Agosto,7.06,2003-01-01
2004,21,Rondonia,Agosto,6.893,2004-01-01
2005,21,Rondonia,Agosto,6.672,2005-01-01
2006,21,Rondonia,Agosto,3.124,2006-01-01
2007,21,Rondonia,Agosto,4.786,2007-01-01
2008,21,Rondonia,Agosto,1.251,2008-01-01
2009,21,Rondonia,Agosto,484,2009-01-01
2010,21,Rondonia,Agosto,4.388,2010-01-01
2011,21,Rondonia,Agosto,1.161,2011-01-01
2012,21,Rondonia,Agosto,2.209,2012-01-01
2013,21,Rondonia,Agosto,885,2013-01-01
2014,21,Rondonia,Agosto,3.038,2014-01-01
2015,21,Rondonia,Agosto,3.762,2015-01-01
2016,21,Rondonia,Agosto,3.675,2016-01-01
2017,21,Rondonia,Agosto,4.287,2017-01-01
1998,21,Rondonia,Setembro,3.753,1998-01-01
1999,21,Rondonia,Setembro,3.062,1999-01-01
2000,21,Rondonia,Setembro,2.438,2000-01-01
2001,21,Rondonia,Setembro,1.927,2001-01-01
2002,21,Rondonia,Setembro,7.067,2002-01-01
2003,21,Rondonia,Setembro,6.89,2003-01-01
2004,21,Rondonia,Setembro,13.05,2004-01-01
2005,21,Rondonia,Setembro,13.972,2005-01-01
2006,21,Rondonia,Setembro,9.92,2006-01-01
2007,21,Rondonia,Setembro,6.832,2007-01-01
2008,21,Rondonia,Setembro,3.726,2008-01-01
2009,21,Rondonia,Setembro,1.869,2009-01-01
2010,21,Rondonia,Setembro,4.893,2010-01-01
2011,21,Rondonia,Setembro,1.782,2011-01-01
2012,21,Rondonia,Setembro,2.471,2012-01-01
2013,21,Rondonia,Setembro,1.776,2013-01-01
2014,21,Rondonia,Setembro,2.8,2014-01-01
2015,21,Rondonia,Setembro,6.129,2015-01-01
2016,21,Rondonia,Setembro,4.208,2016-01-01
2017,21,Rondonia,Setembro,5.638,2017-01-01
1998,21,Rondonia,Outubro,483,1998-01-01
1999,21,Rondonia,Outubro,1.884,1999-01-01
2000,21,Rondonia,Outubro,644,2000-01-01
2001,21,Rondonia,Outubro,796,2001-01-01
2002,21,Rondonia,Outubro,3.554,2002-01-01
2003,21,Rondonia,Outubro,4.962,2003-01-01
2004,21,Rondonia,Outubro,3.094,2004-01-01
2005,21,Rondonia,Outubro,2.559,2005-01-01
2006,21,Rondonia,Outubro,1.148,2006-01-01
2007,21,Rondonia,Outubro,2.023,2007-01-01
2008,21,Rondonia,Outubro,1.482,2008-01-01
2009,21,Rondonia,Outubro,1.444,2009-01-01
2010,21,Rondonia,Outubro,1.307,2010-01-01
2011,21,Rondonia,Outubro,822,2011-01-01
2012,21,Rondonia,Outubro,1.229,2012-01-01
2013,21,Rondonia,Outubro,555,2013-01-01
2014,21,Rondonia,Outubro,1.063,2014-01-01
2015,21,Rondonia,Outubro,2.598,2015-01-01
2016,21,Rondonia,Outubro,1.844,2016-01-01
2017,21,Rondonia,Outubro,2.19,2017-01-01
1998,21,Rondonia,Novembro,3,1998-01-01
1999,21,Rondonia,Novembro,41,1999-01-01
2000,21,Rondonia,Novembro,13,2000-01-01
2001,21,Rondonia,Novembro,91,2001-01-01
2002,21,Rondonia,Novembro,639,2002-01-01
2003,21,Rondonia,Novembro,526,2003-01-01
2004,21,Rondonia,Novembro,452,2004-01-01
2005,21,Rondonia,Novembro,465,2005-01-01
2006,21,Rondonia,Novembro,253,2006-01-01
2007,21,Rondonia,Novembro,53,2007-01-01
2008,21,Rondonia,Novembro,78,2008-01-01
2009,21,Rondonia,Novembro,128,2009-01-01
2010,21,Rondonia,Novembro,238,2010-01-01
2011,21,Rondonia,Novembro,245,2011-01-01
2012,21,Rondonia,Novembro,174,2012-01-01
2013,21,Rondonia,Novembro,108,2013-01-01
2014,21,Rondonia,Novembro,202,2014-01-01
2015,21,Rondonia,Novembro,1.002,2015-01-01
2016,21,Rondonia,Novembro,401,2016-01-01
2017,21,Rondonia,Novembro,372,2017-01-01
1998,21,Rondonia,Dezembro,33,1998-01-01
1999,21,Rondonia,Dezembro,0,1999-01-01
2000,21,Rondonia,Dezembro,7,2000-01-01
2001,21,Rondonia,Dezembro,1,2001-01-01
2002,21,Rondonia,Dezembro,91,2002-01-01
2003,21,Rondonia,Dezembro,214,2003-01-01
2004,21,Rondonia,Dezembro,208,2004-01-01
2005,21,Rondonia,Dezembro,36,2005-01-01
2006,21,Rondonia,Dezembro,4,2006-01-01
2007,21,Rondonia,Dezembro,6,2007-01-01
2008,21,Rondonia,Dezembro,2,2008-01-01
2009,21,Rondonia,Dezembro,9,2009-01-01
2010,21,Rondonia,Dezembro,158,2010-01-01
2011,21,Rondonia,Dezembro,37,2011-01-01
2012,21,Rondonia,Dezembro,50,2012-01-01
2013,21,Rondonia,Dezembro,143,2013-01-01
2014,21,Rondonia,Dezembro,144,2014-01-01
2015,21,Rondonia,Dezembro,282,2015-01-01
2016,21,Rondonia,Dezembro,148,2016-01-01
1998,22,Roraima,Janeiro,0,1998-01-01
1999,22,Roraima,Janeiro,15,1999-01-01
2000,22,Roraima,Janeiro,18,2000-01-01
2001,22,Roraima,Janeiro,101,2001-01-01
2002,22,Roraima,Janeiro,302,2002-01-01
2003,22,Roraima,Janeiro,547,2003-01-01
2004,22,Roraima,Janeiro,355,2004-01-01
2005,22,Roraima,Janeiro,106,2005-01-01
2006,22,Roraima,Janeiro,70,2006-01-01
2007,22,Roraima,Janeiro,194,2007-01-01
2008,22,Roraima,Janeiro,245,2008-01-01
2009,22,Roraima,Janeiro,45,2009-01-01
2010,22,Roraima,Janeiro,351,2010-01-01
2011,22,Roraima,Janeiro,225,2011-01-01
2012,22,Roraima,Janeiro,217,2012-01-01
2013,22,Roraima,Janeiro,397,2013-01-01
2014,22,Roraima,Janeiro,355,2014-01-01
2015,22,Roraima,Janeiro,330,2015-01-01
2016,22,Roraima,Janeiro,1.754,2016-01-01
2017,22,Roraima,Janeiro,108,2017-01-01
1998,22,Roraima,Fevereiro,0,1998-01-01
1999,22,Roraima,Fevereiro,20,1999-01-01
2000,22,Roraima,Fevereiro,57,2000-01-01
2001,22,Roraima,Fevereiro,646,2001-01-01
2002,22,Roraima,Fevereiro,476,2002-01-01
2003,22,Roraima,Fevereiro,767,2003-01-01
2004,22,Roraima,Fevereiro,259,2004-01-01
2005,22,Roraima,Fevereiro,105,2005-01-01
2006,22,Roraima,Fevereiro,283,2006-01-01
2007,22,Roraima,Fevereiro,796,2007-01-01
2008,22,Roraima,Fevereiro,138,2008-01-01
2009,22,Roraima,Fevereiro,153,2009-01-01
2010,22,Roraima,Fevereiro,470,2010-01-01
2011,22,Roraima,Fevereiro,112,2011-01-01
2012,22,Roraima,Fevereiro,130,2012-01-01
2013,22,Roraima,Fevereiro,62,2013-01-01
2014,22,Roraima,Fevereiro,226,2014-01-01
2015,22,Roraima,Fevereiro,418,2015-01-01
2016,22,Roraima,Fevereiro,171,2016-01-01
2017,22,Roraima,Fevereiro,129,2017-01-01
1998,22,Roraima,Março,0,1998-01-01
1999,22,Roraima,Março,98,1999-01-01
2000,22,Roraima,Março,125,2000-01-01
2001,22,Roraima,Março,1.108,2001-01-01
2002,22,Roraima,Março,820,2002-01-01
2003,22,Roraima,Março,1.131,2003-01-01
2004,22,Roraima,Março,276,2004-01-01
2005,22,Roraima,Março,244,2005-01-01
2006,22,Roraima,Março,385,2006-01-01
2007,22,Roraima,Março,665,2007-01-01
2008,22,Roraima,Março,422,2008-01-01
2009,22,Roraima,Março,176,2009-01-01
2010,22,Roraima,Março,417,2010-01-01
2011,22,Roraima,Março,91,2011-01-01
2012,22,Roraima,Março,99,2012-01-01
2013,22,Roraima,Março,179,2013-01-01
2014,22,Roraima,Março,494,2014-01-01
2015,22,Roraima,Março,163,2015-01-01
2016,22,Roraima,Março,1.081,2016-01-01
2017,22,Roraima,Março,216,2017-01-01
1998,22,Roraima,Abril,0,1998-01-01
1999,22,Roraima,Abril,16,1999-01-01
2000,22,Roraima,Abril,0,2000-01-01
2001,22,Roraima,Abril,380,2001-01-01
2002,22,Roraima,Abril,41,2002-01-01
2003,22,Roraima,Abril,268,2003-01-01
2004,22,Roraima,Abril,182,2004-01-01
2005,22,Roraima,Abril,22,2005-01-01
2006,22,Roraima,Abril,201,2006-01-01
2007,22,Roraima,Abril,58,2007-01-01
2008,22,Roraima,Abril,175,2008-01-01
2009,22,Roraima,Abril,115,2009-01-01
2010,22,Roraima,Abril,15,2010-01-01
2011,22,Roraima,Abril,108,2011-01-01
2012,22,Roraima,Abril,25,2012-01-01
2013,22,Roraima,Abril,87,2013-01-01
2014,22,Roraima,Abril,162,2014-01-01
2015,22,Roraima,Abril,278,2015-01-01
2016,22,Roraima,Abril,126,2016-01-01
2017,22,Roraima,Abril,51,2017-01-01
1998,22,Roraima,Maio,0,1998-01-01
1999,22,Roraima,Maio,0,1999-01-01
2000,22,Roraima,Maio,7,2000-01-01
2001,22,Roraima,Maio,9,2001-01-01
2002,22,Roraima,Maio,0,2002-01-01
2003,22,Roraima,Maio,0,2003-01-01
2004,22,Roraima,Maio,2,2004-01-01
2005,22,Roraima,Maio,1,2005-01-01
2006,22,Roraima,Maio,0,2006-01-01
2007,22,Roraima,Maio,0,2007-01-01
2008,22,Roraima,Maio,8,2008-01-01
2009,22,Roraima,Maio,219,2009-01-01
2010,22,Roraima,Maio,3,2010-01-01
2011,22,Roraima,Maio,4,2011-01-01
2012,22,Roraima,Maio,18,2012-01-01
2013,22,Roraima,Maio,4,2013-01-01
2014,22,Roraima,Maio,58,2014-01-01
2015,22,Roraima,Maio,12,2015-01-01
2016,22,Roraima,Maio,22,2016-01-01
2017,22,Roraima,Maio,29,2017-01-01
1998,22,Roraima,Junho,0,1998-01-01
1999,22,Roraima,Junho,3,1999-01-01
2000,22,Roraima,Junho,0,2000-01-01
2001,22,Roraima,Junho,1,2001-01-01
2002,22,Roraima,Junho,0,2002-01-01
2003,22,Roraima,Junho,0,2003-01-01
2004,22,Roraima,Junho,6,2004-01-01
2005,22,Roraima,Junho,5,2005-01-01
2006,22,Roraima,Junho,0,2006-01-01
2007,22,Roraima,Junho,1,2007-01-01
2008,22,Roraima,Junho,0,2008-01-01
2009,22,Roraima,Junho,16,2009-01-01
2010,22,Roraima,Junho,0,2010-01-01
2011,22,Roraima,Junho,6,2011-01-01
2012,22,Roraima,Junho,22,2012-01-01
2013,22,Roraima,Junho,6,2013-01-01
2014,22,Roraima,Junho,4,2014-01-01
2015,22,Roraima,Junho,3,2015-01-01
2016,22,Roraima,Junho,7,2016-01-01
2017,22,Roraima,Junho,4,2017-01-01
1998,22,Roraima,Julho,1,1998-01-01
1999,22,Roraima,Julho,4,1999-01-01
2000,22,Roraima,Julho,0,2000-01-01
2001,22,Roraima,Julho,1,2001-01-01
2002,22,Roraima,Julho,7,2002-01-01
2003,22,Roraima,Julho,0,2003-01-01
2004,22,Roraima,Julho,2,2004-01-01
2005,22,Roraima,Julho,2,2005-01-01
2006,22,Roraima,Julho,0,2006-01-01
2007,22,Roraima,Julho,3,2007-01-01
2008,22,Roraima,Julho,0,2008-01-01
2009,22,Roraima,Julho,18,2009-01-01
2010,22,Roraima,Julho,1,2010-01-01
2011,22,Roraima,Julho,9,2011-01-01
2012,22,Roraima,Julho,2,2012-01-01
2013,22,Roraima,Julho,4,2013-01-01
2014,22,Roraima,Julho,9,2014-01-01
2015,22,Roraima,Julho,5,2015-01-01
2016,22,Roraima,Julho,0,2016-01-01
2017,22,Roraima,Julho,3,2017-01-01
1998,22,Roraima,Agosto,0,1998-01-01
1999,22,Roraima,Agosto,1,1999-01-01
2000,22,Roraima,Agosto,9,2000-01-01
2001,22,Roraima,Agosto,4,2001-01-01
2002,22,Roraima,Agosto,7,2002-01-01
2003,22,Roraima,Agosto,2,2003-01-01
2004,22,Roraima,Agosto,18,2004-01-01
2005,22,Roraima,Agosto,9,2005-01-01
2006,22,Roraima,Agosto,4,2006-01-01
2007,22,Roraima,Agosto,2,2007-01-01
2008,22,Roraima,Agosto,4,2008-01-01
2009,22,Roraima,Agosto,29,2009-01-01
2010,22,Roraima,Agosto,3,2010-01-01
2011,22,Roraima,Agosto,39,2011-01-01
2012,22,Roraima,Agosto,4,2012-01-01
2013,22,Roraima,Agosto,3,2013-01-01
2014,22,Roraima,Agosto,12,2014-01-01
2015,22,Roraima,Agosto,11,2015-01-01
2016,22,Roraima,Agosto,11,2016-01-01
2017,22,Roraima,Agosto,35,2017-01-01
1998,22,Roraima,Setembro,2,1998-01-01
1999,22,Roraima,Setembro,3,1999-01-01
2000,22,Roraima,Setembro,12,2000-01-01
2001,22,Roraima,Setembro,1,2001-01-01
2002,22,Roraima,Setembro,48,2002-01-01
2003,22,Roraima,Setembro,6,2003-01-01
2004,22,Roraima,Setembro,9,2004-01-01
2005,22,Roraima,Setembro,72,2005-01-01
2006,22,Roraima,Setembro,40,2006-01-01
2007,22,Roraima,Setembro,9,2007-01-01
2008,22,Roraima,Setembro,17,2008-01-01
2009,22,Roraima,Setembro,117,2009-01-01
2010,22,Roraima,Setembro,18,2010-01-01
2011,22,Roraima,Setembro,53,2011-01-01
2012,22,Roraima,Setembro,67,2012-01-01
2013,22,Roraima,Setembro,18,2013-01-01
2014,22,Roraima,Setembro,67,2014-01-01
2015,22,Roraima,Setembro,77,2015-01-01
2016,22,Roraima,Setembro,19,2016-01-01
2017,22,Roraima,Setembro,43,2017-01-01
1998,22,Roraima,Outubro,1,1998-01-01
1999,22,Roraima,Outubro,10,1999-01-01
2000,22,Roraima,Outubro,25,2000-01-01
2001,22,Roraima,Outubro,13,2001-01-01
2002,22,Roraima,Outubro,191,2002-01-01
2003,22,Roraima,Outubro,14,2003-01-01
2004,22,Roraima,Outubro,53,2004-01-01
2005,22,Roraima,Outubro,88,2005-01-01
2006,22,Roraima,Outubro,135,2006-01-01
2007,22,Roraima,Outubro,15,2007-01-01
2008,22,Roraima,Outubro,78,2008-01-01
2009,22,Roraima,Outubro,197,2009-01-01
2010,22,Roraima,Outubro,64,2010-01-01
2011,22,Roraima,Outubro,65,2011-01-01
2012,22,Roraima,Outubro,152,2012-01-01
2013,22,Roraima,Outubro,63,2013-01-01
2014,22,Roraima,Outubro,61,2014-01-01
2015,22,Roraima,Outubro,181,2015-01-01
2016,22,Roraima,Outubro,101,2016-01-01
2017,22,Roraima,Outubro,156,2017-01-01
1998,22,Roraima,Novembro,1,1998-01-01
1999,22,Roraima,Novembro,15,1999-01-01
2000,22,Roraima,Novembro,32,2000-01-01
2001,22,Roraima,Novembro,76,2001-01-01
2002,22,Roraima,Novembro,133,2002-01-01
2003,22,Roraima,Novembro,27,2003-01-01
2004,22,Roraima,Novembro,135,2004-01-01
2005,22,Roraima,Novembro,135,2005-01-01
2006,22,Roraima,Novembro,26,2006-01-01
2007,22,Roraima,Novembro,112,2007-01-01
2008,22,Roraima,Novembro,39,2008-01-01
2009,22,Roraima,Novembro,312,2009-01-01
2010,22,Roraima,Novembro,27,2010-01-01
2011,22,Roraima,Novembro,121,2011-01-01
2012,22,Roraima,Novembro,187,2012-01-01
2013,22,Roraima,Novembro,106,2013-01-01
2014,22,Roraima,Novembro,143,2014-01-01
2015,22,Roraima,Novembro,280,2015-01-01
2016,22,Roraima,Novembro,71,2016-01-01
2017,22,Roraima,Novembro,327,2017-01-01
1998,22,Roraima,Dezembro,16,1998-01-01
1999,22,Roraima,Dezembro,35,1999-01-01
2000,22,Roraima,Dezembro,77,2000-01-01
2001,22,Roraima,Dezembro,76,2001-01-01
2002,22,Roraima,Dezembro,199,2002-01-01
2003,22,Roraima,Dezembro,157,2003-01-01
2004,22,Roraima,Dezembro,160,2004-01-01
2005,22,Roraima,Dezembro,71,2005-01-01
2006,22,Roraima,Dezembro,101,2006-01-01
2007,22,Roraima,Dezembro,8,2007-01-01
2008,22,Roraima,Dezembro,5,2008-01-01
2009,22,Roraima,Dezembro,290,2009-01-01
2010,22,Roraima,Dezembro,73,2010-01-01
2011,22,Roraima,Dezembro,249,2011-01-01
2012,22,Roraima,Dezembro,78,2012-01-01
2013,22,Roraima,Dezembro,65,2013-01-01
2014,22,Roraima,Dezembro,277,2014-01-01
2015,22,Roraima,Dezembro,304,2015-01-01
2016,22,Roraima,Dezembro,136,2016-01-01
1998,24,Santa Catarina,Janeiro,0,1998-01-01
1999,24,Santa Catarina,Janeiro,11,1999-01-01
2000,24,Santa Catarina,Janeiro,14,2000-01-01
2001,24,Santa Catarina,Janeiro,11,2001-01-01
2002,24,Santa Catarina,Janeiro,22,2002-01-01
2003,24,Santa Catarina,Janeiro,45,2003-01-01
2004,24,Santa Catarina,Janeiro,37,2004-01-01
2005,24,Santa Catarina,Janeiro,46,2005-01-01
2006,24,Santa Catarina,Janeiro,41,2006-01-01
2007,24,Santa Catarina,Janeiro,9,2007-01-01
2008,24,Santa Catarina,Janeiro,25,2008-01-01
2009,24,Santa Catarina,Janeiro,21,2009-01-01
2010,24,Santa Catarina,Janeiro,2,2010-01-01
